# t_days flux
1.325519181046464382e+03 1.782770781250000000e+05
1.325520569947423155e+03 1.782181875000000000e+05
1.325521958847915812e+03 1.782187500000000000e+05
1.325523347748873903e+03 1.781936093750000000e+05
1.325524736649832903e+03 1.782390156250000000e+05
1.325526125550790312e+03 1.781942812500000000e+05
1.325527514451748175e+03 1.780789531250000000e+05
1.325528903352707175e+03 1.782634843750000000e+05
1.325530292253665266e+03 1.782487656250000000e+05
1.325531681154623584e+03 1.781750468750000000e+05
1.325533070055581447e+03 1.782002812500000000e+05
1.325534458956539765e+03 1.781256875000000000e+05
1.325535847857032195e+03 1.781921093750000000e+05
1.325537236757990286e+03 1.781900312500000000e+05
1.325538625658949059e+03 1.781057812500000000e+05
1.325540014559907377e+03 1.781658593750000000e+05
1.325541403460864785e+03 1.781145781250000000e+05
1.325542792361823558e+03 1.781159531250000000e+05
1.325544181262781876e+03 1.781736093750000000e+05
1.325545570163739285e+03 1.782147968750000000e+05
1.325546959064232396e+03 1.781497187500000000e+05
1.325548347965191169e+03 1.782319218750000000e+05
1.325549736866149487e+03 1.782107812500000000e+05
1.325551125767107351e+03 1.781373593750000000e+05
1.325552514668065669e+03 1.780732187500000000e+05
1.325553903569023760e+03 1.782032968750000000e+05
1.325555292469981850e+03 1.780509687500000000e+05
1.325556681370474507e+03 1.781500468750000000e+05
1.325558070271432371e+03 1.781517812500000000e+05
1.325559459172390689e+03 1.780623906250000000e+05
1.325560848073349462e+03 1.781613281250000000e+05
1.325562236974308234e+03 1.781699062500000000e+05
1.325563625875265643e+03 1.781202812500000000e+05
1.325565014775758300e+03 1.782383437500000000e+05
1.325566403676717073e+03 1.782366562500000000e+05
1.325567792577674481e+03 1.782250781250000000e+05
1.325569181478632800e+03 1.781955781250000000e+05
1.325570570379591572e+03 1.782275625000000000e+05
1.325571959280083775e+03 1.782426093750000000e+05
1.325573348181042093e+03 1.782236718750000000e+05
1.325574737082000411e+03 1.780597656250000000e+05
1.325576125982958274e+03 1.781380000000000000e+05
1.325577514883916592e+03 1.783394218750000000e+05
1.325578903784408794e+03 1.781956875000000000e+05
1.325580292685367795e+03 1.782438593750000000e+05
1.325581681586325885e+03 1.781399062500000000e+05
1.325583070487284203e+03 1.781649218750000000e+05
1.325584459387777315e+03 1.782226250000000000e+05
1.325585848288734724e+03 1.782423593750000000e+05
1.325587237189693042e+03 1.782101718750000000e+05
1.325588626090651815e+03 1.781832031250000000e+05
1.325590014991609223e+03 1.781607343750000000e+05
1.325591403892101425e+03 1.782290625000000000e+05
1.325592792793060426e+03 1.782620781250000000e+05
1.325594181694018062e+03 1.782211562500000000e+05
1.325595570594975925e+03 1.783003750000000000e+05
1.325596959495469036e+03 1.783014062500000000e+05
1.325598348396428037e+03 1.782155312500000000e+05
1.325599737297386127e+03 1.781838750000000000e+05
1.325601126198343536e+03 1.782384062500000000e+05
1.325602515098836648e+03 1.781905468750000000e+05
1.325603903999794966e+03 1.782634531250000000e+05
1.325605292900752374e+03 1.782315625000000000e+05
1.325606681801245486e+03 1.781740312500000000e+05
1.325608070702203804e+03 1.781924062500000000e+05
1.325609459603161667e+03 1.783657656250000000e+05
1.325610848504120668e+03 1.782963593750000000e+05
1.325612237404612642e+03 1.782303593750000000e+05
1.325613626305570506e+03 1.781739687500000000e+05
1.325615015206529279e+03 1.782765156250000000e+05
1.325616404107021935e+03 1.781063125000000000e+05
1.325617793007980026e+03 1.782237656250000000e+05
1.325619181908938117e+03 1.781329062500000000e+05
1.325620570809896890e+03 1.782352968750000000e+05
1.325621959710389547e+03 1.782557500000000000e+05
1.325623348611346955e+03 1.782785781250000000e+05
1.325624737512305728e+03 1.782720468750000000e+05
1.325626126412798385e+03 1.781108437500000000e+05
1.325627515313755794e+03 1.781837968750000000e+05
1.325628904214714566e+03 1.781984218750000000e+05
1.325630293115206996e+03 1.781481093750000000e+05
1.325631682016165087e+03 1.782672968750000000e+05
1.325633070917123860e+03 1.781540468750000000e+05
1.325634459817616516e+03 1.782382343750000000e+05
1.325635848718574380e+03 1.781663750000000000e+05
1.325637237619532698e+03 1.782328125000000000e+05
1.325638626520025355e+03 1.782265625000000000e+05
1.325640015420983218e+03 1.781584218750000000e+05
1.325641404321941536e+03 1.782499218750000000e+05
1.325642793222434648e+03 1.782431406250000000e+05
1.325644182123392966e+03 1.782138906250000000e+05
1.325645571024350375e+03 1.781957968750000000e+05
1.325646959924843486e+03 1.781697968750000000e+05
1.325648348825801349e+03 1.782361250000000000e+05
1.325649737726758985e+03 1.782055937500000000e+05
1.325651126627252324e+03 1.782351406250000000e+05
1.325652515528211097e+03 1.782203906250000000e+05
1.325653904429168506e+03 1.782661250000000000e+05
1.325655293329660935e+03 1.782782656250000000e+05
1.325656682230619936e+03 1.782503750000000000e+05
1.325658071131112138e+03 1.782118125000000000e+05
1.325659460032070456e+03 1.782322343750000000e+05
1.325660848933028319e+03 1.781815468750000000e+05
1.325662237833520976e+03 1.781599531250000000e+05
1.325663626734479294e+03 1.781885781250000000e+05
1.325665015635437157e+03 1.781633906250000000e+05
1.325666404535929814e+03 1.782631718750000000e+05
1.325667793436887905e+03 1.781485000000000000e+05
1.325669182337381244e+03 1.782199843750000000e+05
1.325670571238340017e+03 1.781976875000000000e+05
1.325671960139297425e+03 1.781577187500000000e+05
1.325673349039789628e+03 1.782556250000000000e+05
1.325674737940748628e+03 1.782235000000000000e+05
1.325676126841240603e+03 1.782397031250000000e+05
1.325677515742198466e+03 1.781845781250000000e+05
1.325678904642691577e+03 1.781683437500000000e+05
1.325680293543649896e+03 1.782354218750000000e+05
1.325681682444608214e+03 1.781265000000000000e+05
1.325683071345100416e+03 1.781813593750000000e+05
1.325684460246059189e+03 1.781925781250000000e+05
1.325685849146551845e+03 1.781948281250000000e+05
1.325687238047509254e+03 1.781572343750000000e+05
1.325688626948468027e+03 1.782021406250000000e+05
1.325690015848960684e+03 1.782643593750000000e+05
1.325691404749918547e+03 1.781162656250000000e+05
1.325692793650411886e+03 1.781965625000000000e+05
1.325694182551369522e+03 1.781940000000000000e+05
1.325695571451861724e+03 1.781306875000000000e+05
1.325696960352820497e+03 1.782601718750000000e+05
1.325698349253312244e+03 1.782122500000000000e+05
1.325699738154270563e+03 1.782105625000000000e+05
1.325701127055229335e+03 1.782309375000000000e+05
1.325702515955722447e+03 1.782208906250000000e+05
1.325703904856680765e+03 1.782296562500000000e+05
1.325705293757172512e+03 1.781513281250000000e+05
1.325706682658131285e+03 1.782294843750000000e+05
1.325708071558623942e+03 1.781588593750000000e+05
1.325709460459581351e+03 1.782153125000000000e+05
1.325710849360074462e+03 1.781444218750000000e+05
1.325712238261032553e+03 1.781027812500000000e+05
1.325713627161524983e+03 1.781905156250000000e+05
1.325715016062483755e+03 1.781126093750000000e+05
1.325716404962975503e+03 1.782561250000000000e+05
1.325717793863933821e+03 1.782190312500000000e+05
1.325719182764426932e+03 1.783166718750000000e+05
1.325720571665385251e+03 1.782132187500000000e+05
1.325721960565877453e+03 1.781425312500000000e+05
1.325723349466835771e+03 1.782615937500000000e+05
1.325724738367328200e+03 1.781250781250000000e+05
1.325726127268286291e+03 1.782107343750000000e+05
1.325727516168778948e+03 1.781996562500000000e+05
1.325728905069737721e+03 1.780827187500000000e+05
1.325730293970229923e+03 1.781932031250000000e+05
1.325731682871187559e+03 1.781692500000000000e+05
1.325733071771680898e+03 1.782167656250000000e+05
1.325734460672638761e+03 1.782520625000000000e+05
1.325735849573130508e+03 1.782089218750000000e+05
1.325737238474089509e+03 1.781882187500000000e+05
1.325738627374582848e+03 1.782247968750000000e+05
1.325740016275540711e+03 1.782190312500000000e+05
1.325741405176033368e+03 1.781325312500000000e+05
1.325742794076991231e+03 1.782590468750000000e+05
1.325744182977483888e+03 1.782458906250000000e+05
1.325745571878442206e+03 1.782641562500000000e+05
1.325746960778934408e+03 1.781133906250000000e+05
1.325748349679892726e+03 1.782029062500000000e+05
1.325749738580384928e+03 1.782553281250000000e+05
1.325751127481343929e+03 1.781252031250000000e+05
1.325752516381836358e+03 1.781632968750000000e+05
1.325753905282328105e+03 1.782121406250000000e+05
1.325755294183286878e+03 1.782762343750000000e+05
1.325756683083780217e+03 1.782404687500000000e+05
1.325758071984737853e+03 1.782316562500000000e+05
1.325759460885230055e+03 1.781379375000000000e+05
1.325760849786188828e+03 1.782452500000000000e+05
1.325762238686681485e+03 1.781897500000000000e+05
1.325763627587639576e+03 1.781958906250000000e+05
1.325765016488132005e+03 1.782281406250000000e+05
1.325766405388624662e+03 1.780973281250000000e+05
1.325767794289582525e+03 1.781766562500000000e+05
1.325769183190075182e+03 1.781846875000000000e+05
1.325770572091033500e+03 1.781921562500000000e+05
1.325771960991525702e+03 1.782754062500000000e+05
1.325773349892484475e+03 1.782530156250000000e+05
1.325774738792977587e+03 1.781605468750000000e+05
1.325776127693469562e+03 1.781781562500000000e+05
1.325777516594427652e+03 1.781688125000000000e+05
1.325778905494920764e+03 1.782608125000000000e+05
1.325780294395878173e+03 1.781730000000000000e+05
1.325781683296370829e+03 1.782359062500000000e+05
1.325783072197329602e+03 1.782537031250000000e+05
1.325784461097821350e+03 1.781495937500000000e+05
1.325785849998314006e+03 1.782089375000000000e+05
1.325787238899272779e+03 1.781407656250000000e+05
1.325788627799765891e+03 1.781948281250000000e+05
1.325790016700724209e+03 1.782260468750000000e+05
1.325791405601215956e+03 1.782409531250000000e+05
1.325792794501709068e+03 1.781927343750000000e+05
1.325794183402666931e+03 1.782046250000000000e+05
1.325795572303158906e+03 1.781535000000000000e+05
1.325796961203652245e+03 1.782411562500000000e+05
1.325798350104610108e+03 1.781726875000000000e+05
1.325799739005102765e+03 1.782455000000000000e+05
1.325801127906061538e+03 1.782543750000000000e+05
1.325802516806553285e+03 1.783101250000000000e+05
1.325803905707045942e+03 1.782682187500000000e+05
1.325805294608004715e+03 1.782205312500000000e+05
1.325806683508496917e+03 1.782047812500000000e+05
1.325808072408989574e+03 1.782423593750000000e+05
1.325809461309947892e+03 1.782394843750000000e+05
1.325810850210441004e+03 1.781597656250000000e+05
1.325812239111398867e+03 1.782408281250000000e+05
1.325813628011890842e+03 1.782214218750000000e+05
1.325815016912384181e+03 1.781868750000000000e+05
1.325816405813342044e+03 1.782065312500000000e+05
1.325817794713833791e+03 1.782300312500000000e+05
1.325819183614326903e+03 1.781458906250000000e+05
1.325820572515285221e+03 1.782392031250000000e+05
1.325821961415777878e+03 1.781895156250000000e+05
1.325823350316270989e+03 1.782160156250000000e+05
1.325824739217228853e+03 1.781523750000000000e+05
1.325826128117721510e+03 1.781930000000000000e+05
1.325827517018214166e+03 1.781224062500000000e+05
1.325828905919172030e+03 1.781703281250000000e+05
1.325830294819664687e+03 1.782164531250000000e+05
1.325831683720156889e+03 1.781757968750000000e+05
1.325833072621115889e+03 1.783055312500000000e+05
1.325834461521608318e+03 1.782185781250000000e+05
1.325835850422100066e+03 1.780865781250000000e+05
1.325837239323058839e+03 1.781654218750000000e+05
1.325838628223551495e+03 1.781692343750000000e+05
1.325840017124043243e+03 1.782491406250000000e+05
1.325841406025002016e+03 1.782938750000000000e+05
1.325842794925495127e+03 1.782074062500000000e+05
1.325844183825987784e+03 1.782295937500000000e+05
1.325845572726945875e+03 1.781801562500000000e+05
1.325846961627438304e+03 1.781991562500000000e+05
1.325848350527930961e+03 1.781645625000000000e+05
1.325849739428423163e+03 1.782694375000000000e+05
1.325851128329381481e+03 1.781685000000000000e+05
1.325852517229873911e+03 1.781071718750000000e+05
1.325853906130366340e+03 1.781390312500000000e+05
1.325855295031324658e+03 1.782587968750000000e+05
1.325856683931816860e+03 1.782588750000000000e+05
1.325858072832309517e+03 1.782341562500000000e+05
1.325859461733268290e+03 1.781609218750000000e+05
1.325860850633761402e+03 1.781554218750000000e+05
1.325862239534253149e+03 1.782500625000000000e+05
1.325863628434745806e+03 1.782090937500000000e+05
1.325865017335704579e+03 1.781564375000000000e+05
1.325866406236196326e+03 1.782293125000000000e+05
1.325867795136688983e+03 1.781692968750000000e+05
1.325869184037182094e+03 1.782528906250000000e+05
1.325870572938140185e+03 1.781749375000000000e+05
1.325871961838632615e+03 1.781648125000000000e+05
1.325873350739125272e+03 1.782361562500000000e+05
1.325874739640084044e+03 1.781864062500000000e+05
1.325876128540576246e+03 1.782678281250000000e+05
1.325877517441068221e+03 1.782439843750000000e+05
1.325878906341561560e+03 1.782355781250000000e+05
1.325880295242519423e+03 1.781768593750000000e+05
1.325881684143012080e+03 1.781676718750000000e+05
1.325883073043505192e+03 1.781972187500000000e+05
1.325884461943996939e+03 1.781492812500000000e+05
1.325885850844955257e+03 1.782272968750000000e+05
1.325887239745448369e+03 1.781868750000000000e+05
1.325888628645940116e+03 1.781945781250000000e+05
1.325890017546432546e+03 1.781705312500000000e+05
1.325891406447391546e+03 1.781498281250000000e+05
1.325892795347884658e+03 1.781269218750000000e+05
1.325894184248376860e+03 1.781256562500000000e+05
1.325895573148868607e+03 1.781932031250000000e+05
1.325896962049361946e+03 1.781968906250000000e+05
1.325898350950320037e+03 1.782560625000000000e+05
1.325899739850811784e+03 1.782113437500000000e+05
1.325901128751304896e+03 1.781938906250000000e+05
1.325902517651797552e+03 1.782668281250000000e+05
1.325903906552755871e+03 1.781776562500000000e+05
1.325905295453248982e+03 1.782604843750000000e+05
1.325906684353740729e+03 1.782135468750000000e+05
1.325908073254232932e+03 1.781684062500000000e+05
1.325909462154726270e+03 1.782273750000000000e+05
1.325910851055684361e+03 1.782778125000000000e+05
1.325912239956177018e+03 1.782409687500000000e+05
1.325913628856669220e+03 1.782358750000000000e+05
1.325915017757161877e+03 1.781686718750000000e+05
1.325916406657654534e+03 1.782240781250000000e+05
1.325917795558612397e+03 1.781999375000000000e+05
1.325919184459105509e+03 1.782632812500000000e+05
1.325920573359598166e+03 1.782179218750000000e+05
1.325921962260089913e+03 1.782236875000000000e+05
1.325923351160583024e+03 1.782452500000000000e+05
1.325924740061541343e+03 1.781221562500000000e+05
1.325926128962033090e+03 1.782646250000000000e+05
1.325927517862526201e+03 1.781509687500000000e+05
1.325928906763019313e+03 1.782398125000000000e+05
1.325930295663511970e+03 1.781968906250000000e+05
1.325931684564469833e+03 1.782030468750000000e+05
1.325933073464962490e+03 1.781796562500000000e+05
1.325934462365454920e+03 1.782637187500000000e+05
1.325935851265947349e+03 1.781066562500000000e+05
1.325937240166440006e+03 1.782732500000000000e+05
1.325938629066932208e+03 1.782383906250000000e+05
1.325940017967890526e+03 1.782276562500000000e+05
1.325941406868383638e+03 1.781754843750000000e+05
1.325942795768876294e+03 1.782051406250000000e+05
1.325944184669368042e+03 1.781524062500000000e+05
1.325945573569861153e+03 1.781857187500000000e+05
1.325946962470354265e+03 1.782127968750000000e+05
1.325948351371311674e+03 1.781666406250000000e+05
1.325949740271804330e+03 1.782286406250000000e+05
1.325951129172297442e+03 1.782451875000000000e+05
1.325952518072789644e+03 1.782080781250000000e+05
1.325953906973282301e+03 1.782092031250000000e+05
1.325955295873774958e+03 1.782092968750000000e+05
1.325956684774732821e+03 1.781768125000000000e+05
1.325958073675225478e+03 1.781576250000000000e+05
1.325959462575717907e+03 1.782437343750000000e+05
1.325960851476211246e+03 1.781860625000000000e+05
1.325962240376703448e+03 1.781423437500000000e+05
1.325963629277196105e+03 1.782713125000000000e+05
1.325965018177689217e+03 1.782091718750000000e+05
1.325966407078180964e+03 nan
1.325967795979139282e+03 1.781412031250000000e+05
1.325969184879632394e+03 1.782227500000000000e+05
1.325970573780124141e+03 1.781570937500000000e+05
1.325971962680616571e+03 1.781609218750000000e+05
1.325973351581109910e+03 1.781612187500000000e+05
1.325974740481602112e+03 1.782102968750000000e+05
1.325976129382094769e+03 1.782524843750000000e+05
1.325977518282586971e+03 1.782475937500000000e+05
1.325978907183545971e+03 1.781276875000000000e+05
1.325980296084038400e+03 1.782177187500000000e+05
1.325981684984530148e+03 1.782227500000000000e+05
1.325983073885023259e+03 1.782515625000000000e+05
1.325984462785515916e+03 1.781684375000000000e+05
1.325985851686007663e+03 1.781946718750000000e+05
1.325987240586500775e+03 1.782165156250000000e+05
1.325988629486993432e+03 1.782182031250000000e+05
1.325990018387485634e+03 1.781967968750000000e+05
1.325991407287978973e+03 1.782979843750000000e+05
1.325992796188936609e+03 1.782501250000000000e+05
1.325994185089428811e+03 1.782232500000000000e+05
1.325995573989921922e+03 1.781538125000000000e+05
1.325996962890414579e+03 1.782440937500000000e+05
1.325998351790907236e+03 1.781334218750000000e+05
1.325999740691399438e+03 1.781598906250000000e+05
1.326001129591892550e+03 1.781471093750000000e+05
1.326002518492385207e+03 1.781994687500000000e+05
1.326003907392876954e+03 1.782638281250000000e+05
1.326005296293370066e+03 1.782248593750000000e+05
1.326006685193862722e+03 1.781256875000000000e+05
1.326008074094354470e+03 1.782418906250000000e+05
1.326009462995313243e+03 1.782609218750000000e+05
1.326010851895805899e+03 1.781877968750000000e+05
1.326012240796298101e+03 1.782386406250000000e+05
1.326013629696791213e+03 1.782112187500000000e+05
1.326015018597283870e+03 1.781990937500000000e+05
1.326016407497776299e+03 1.781967656250000000e+05
1.326017796398268729e+03 1.781324531250000000e+05
1.326019185298761386e+03 1.781932187500000000e+05
1.326020574199253588e+03 1.782106718750000000e+05
1.326021963099746245e+03 1.781935468750000000e+05
1.326023352000239356e+03 1.781538437500000000e+05
1.326024740900732013e+03 1.781856406250000000e+05
1.326026129801223760e+03 1.781536875000000000e+05
1.326027518701716872e+03 1.782401250000000000e+05
1.326028907602209983e+03 1.781448593750000000e+05
1.326030296502701731e+03 1.781704687500000000e+05
1.326031685403194388e+03 1.781630625000000000e+05
1.326033074303687499e+03 1.782220468750000000e+05
1.326034463204179701e+03 1.781410781250000000e+05
1.326035852105138019e+03 1.782384062500000000e+05
1.326037241005630676e+03 1.781600156250000000e+05
1.326038629906122878e+03 1.781182500000000000e+05
1.326040018806615535e+03 1.781992812500000000e+05
1.326041407707107965e+03 1.782348906250000000e+05
1.326042796607600394e+03 1.781077812500000000e+05
1.326044185508093051e+03 1.781476718750000000e+05
1.326045574408585253e+03 1.782122968750000000e+05
1.326046963309078365e+03 1.781502343750000000e+05
1.326048352209571021e+03 1.782008593750000000e+05
1.326049741110063678e+03 1.782281406250000000e+05
1.326051130010556790e+03 1.782072812500000000e+05
1.326052518911048537e+03 1.782195781250000000e+05
1.326053907811540967e+03 1.782524218750000000e+05
1.326055296712034306e+03 1.781615312500000000e+05
1.326056685612526053e+03 1.782348281250000000e+05
1.326058074513018255e+03 1.782469843750000000e+05
1.326059463413511367e+03 1.781880468750000000e+05
1.326060852314004023e+03 1.781717812500000000e+05
1.326062241214496680e+03 1.781692343750000000e+05
1.326063630114988882e+03 1.781499843750000000e+05
1.326065019015481994e+03 1.781707500000000000e+05
1.326066407915974651e+03 1.781896875000000000e+05
1.326067796816466398e+03 1.782179531250000000e+05
1.326069185716959510e+03 1.781831250000000000e+05
1.326070574617452166e+03 1.781415625000000000e+05
1.326071963517944369e+03 1.782021250000000000e+05
1.326073352418437707e+03 1.782365468750000000e+05
1.326074741318929682e+03 1.783058906250000000e+05
1.326076130219421884e+03 1.780862343750000000e+05
1.326077519119914996e+03 1.781774062500000000e+05
1.326078908020406743e+03 1.781680781250000000e+05
1.326080296920899400e+03 1.781239531250000000e+05
1.326081685821392512e+03 1.782434062500000000e+05
1.326083074721419962e+03 1.781167031250000000e+05
1.326084463621912619e+03 1.781654218750000000e+05
1.326085852522404366e+03 1.783457031250000000e+05
1.326087241422897478e+03 1.781876093750000000e+05
1.326088630323390134e+03 1.782118125000000000e+05
1.326090019223881882e+03 1.781847187500000000e+05
1.326091408124374993e+03 1.781560781250000000e+05
1.326092797024867423e+03 1.781984687500000000e+05
1.326094185925359852e+03 1.781284531250000000e+05
1.326095574825852964e+03 1.781973906250000000e+05
1.326096963726345621e+03 1.782381250000000000e+05
1.326098352626838050e+03 1.782029531250000000e+05
1.326099741527330480e+03 1.782197343750000000e+05
1.326101130427823136e+03 1.781878125000000000e+05
1.326102519328315338e+03 1.782035000000000000e+05
1.326103908228807995e+03 1.781807031250000000e+05
1.326105297129301107e+03 1.782014687500000000e+05
1.326106686029793764e+03 1.782207968750000000e+05
